,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
8661,1001586,P00271942,M,46-50,7,B,2,1,5,8.0,,7092
8662,1003032,P00276542,M,26-35,0,A,1,1,8,,,10059
8663,1003929,P00299142,M,26-35,5,B,1,1,5,,,7151
8664,1004213,P00249542,M,36-45,7,B,4+,0,1,5.0,15.0,15408
8665,1002576,P00053942,M,18-25,17,B,0,0,1,2.0,5.0,12081
8666,1003916,P00129342,M,26-35,4,A,2,1,1,5.0,15.0,19418
8668,1002624,P00088542,F,36-45,0,A,1,1,5,12.0,14.0,7161
8669,1005675,P00237542,M,36-45,14,A,2,0,1,15.0,16.0,15370
8672,1001659,P00220742,F,18-25,9,C,4+,1,2,4.0,9.0,13080
8673,1001836,P00370242,M,26-35,0,A,4+,0,5,,,5346
8675,1001650,P00150942,M,26-35,19,C,1,0,6,11.0,13.0,12354
8676,1002582,P00134342,F,26-35,1,C,3,0,5,,,8737
8677,1000018,P00183542,F,18-25,3,B,3,0,4,5.0,,1431
8678,1002380,P00240142,M,26-35,4,A,0,1,5,,,7076
8679,1005998,P00109542,M,18-25,4,B,4+,0,8,14.0,17.0,5917
8680,1004780,P00285342,M,26-35,12,A,3,0,5,8.0,,7014
8684,1004335,P00165442,M,36-45,0,B,3,0,1,15.0,16.0,11759
8686,1001122,P00160642,M,55+,14,C,0,1,1,11.0,15.0,11950
8687,1004381,P00307642,M,26-35,4,B,3,1,5,6.0,,5335
8688,1003111,P00256842,M,18-25,4,C,4+,0,5,,,7073
8689,1002432,P00057642,M,26-35,4,A,1,1,1,15.0,16.0,15466
8690,1004543,P00215542,M,26-35,2,A,0,0,1,,,19466
8691,1004904,P00233442,M,51-55,15,B,1,1,1,2.0,15.0,19487
8692,1003434,P00030842,M,18-25,4,B,1,0,1,2.0,15.0,15259
8693,1005483,P00003942,F,26-35,6,B,3,0,5,14.0,,6983
8694,1004606,P00251442,F,0-17,10,B,2,0,5,,,6891
8695,1002655,P00220042,M,36-45,7,C,1,0,5,8.0,,5445
8697,1000210,P00130742,F,0-17,10,C,0,0,1,14.0,17.0,15736
8698,1005890,P00230842,M,36-45,20,C,3,0,8,,,9785
8699,1005915,P00182542,M,18-25,4,C,0,0,5,11.0,,3691
8700,1002001,P00279442,M,51-55,1,A,1,1,16,,,12454
8701,1000524,P00040342,M,18-25,0,A,0,0,18,,,1609
8702,1001223,P00200642,M,26-35,2,C,4+,0,10,16.0,,23666
8703,1001958,P00210642,F,26-35,1,B,3,0,8,14.0,,6146
8705,1002453,P00135842,M,26-35,7,B,0,0,5,14.0,,1997
8706,1005849,P00023342,M,36-45,17,B,3,0,3,4.0,5.0,5307
8708,1005557,P00297042,M,36-45,14,C,1,1,8,,,6052
8710,1004425,P00004742,M,36-45,7,B,1,0,6,16.0,,16133
8712,1000889,P00349442,M,46-50,20,A,1,0,6,8.0,,12364
8713,1001724,P00293342,M,18-25,4,C,3,0,8,,,9700
8714,1000087,P00112642,M,26-35,14,C,2,0,1,2.0,5.0,11747
8716,1000195,P00250242,M,26-35,12,B,4+,1,5,,,5180
8717,1005301,P00035542,M,26-35,17,C,1,1,3,4.0,12.0,13360
8718,1001243,P00113142,M,36-45,15,B,4+,1,1,5.0,12.0,15622
8719,1001072,P00242742,F,36-45,7,C,2,0,1,2.0,9.0,7792
8721,1001854,P00275142,M,26-35,0,C,2,0,5,8.0,,2011
8722,1000965,P00145442,M,55+,7,B,0,1,8,15.0,,3936
8723,1001044,P00329342,M,26-35,20,A,0,0,5,,,5256
8726,1002237,P00007242,F,36-45,6,B,1,0,8,12.0,,7861
8727,1004808,P00033542,M,36-45,0,A,1,1,5,,,5381
8728,1002756,P00273742,M,18-25,4,C,2,0,1,17.0,,19645
8729,1001505,P00173042,M,51-55,11,C,3,1,13,15.0,16.0,581
8730,1001587,P00256642,F,26-35,3,B,3,0,5,,,6875
8731,1005329,P00214142,F,26-35,5,B,1,0,8,,,9973
8732,1004085,P00125642,F,26-35,6,A,1,0,5,14.0,,7091
8733,1002237,P00178342,F,36-45,6,B,1,0,8,,,9728
8734,1004852,P00086342,M,36-45,0,C,3,1,8,,,8009
8735,1002140,P00004742,M,46-50,14,C,2,1,6,16.0,,12285
8737,1004521,P00084542,M,36-45,12,B,1,0,5,,,8753
8740,1004901,P00102942,M,26-35,7,C,1,0,1,14.0,,12113
8741,1005833,P00000142,F,36-45,0,C,3,1,3,4.0,5.0,13211
8742,1004961,P00278042,M,26-35,7,C,1,1,1,,,11865
8744,1003713,P00211942,F,26-35,7,B,1,1,8,,,7910
8746,1005156,P00171042,M,18-25,14,A,1,1,16,,,16657
8747,1004175,P00193042,M,36-45,0,C,1,0,5,6.0,16.0,8867
8748,1000414,P00174842,M,26-35,0,C,4+,0,17,,,7843
8749,1004055,P00152442,M,51-55,0,B,4+,1,8,,,7918
8750,1001726,P00128742,M,26-35,2,B,1,1,1,,,4011
8751,1001436,P00306042,F,51-55,6,B,1,1,2,8.0,,12845
8752,1003462,P0097342,F,26-35,4,B,3,0,1,15.0,16.0,4021
8753,1004898,P00085942,M,26-35,1,B,1,1,2,4.0,8.0,12803
8754,1003029,P00154042,M,18-25,4,A,4+,0,1,2.0,15.0,12005
8755,1003574,P00121342,F,36-45,6,A,1,1,1,5.0,18.0,19320
8756,1001934,P00347642,M,26-35,17,B,4+,0,1,6.0,,8143
8757,1001709,P00348642,M,26-35,0,C,1,1,5,11.0,,8595
8758,1004271,P0094942,M,36-45,7,B,2,0,4,8.0,,1381
8760,1004070,P00127742,M,26-35,15,C,2,0,1,2.0,15.0,15173
8761,1003371,P00331942,M,26-35,2,A,3,0,5,,,5141
8762,1001050,P00074242,M,26-35,1,B,1,0,5,,,5467
8764,1005675,P00240242,M,36-45,14,A,2,0,1,15.0,16.0,11626
8765,1000218,P00365642,M,36-45,14,C,3,1,5,8.0,,5379
8767,1003847,P00089342,M,26-35,7,B,1,0,8,,,6002
8768,1000403,P00067942,M,18-25,4,A,2,0,5,14.0,,5326
8770,1001624,P00066642,M,26-35,0,B,1,1,1,,,8090
8771,1001632,P00026042,M,26-35,16,B,1,0,8,14.0,17.0,4163
8773,1004207,P00202242,M,36-45,1,C,4+,0,10,16.0,,23781
8774,1002540,P00052542,F,46-50,6,B,3,1,8,,,7832
8777,1003253,P00100642,F,36-45,4,B,3,0,5,15.0,,5456
8780,1004279,P00034742,M,26-35,16,B,1,0,5,14.0,17.0,6916
8781,1000261,P00200842,M,26-35,20,A,4+,0,8,,,2037
8783,1003045,P00115842,M,46-50,1,B,2,1,16,,,20603
8784,1001230,P00295942,M,26-35,11,B,2,0,2,5.0,15.0,15965
8785,1002010,P00148342,M,18-25,4,B,0,0,5,,,1769
8786,1003992,P00316642,M,26-35,4,B,1,0,4,5.0,,2824
8787,1000620,P00347642,M,18-25,0,A,3,0,1,6.0,,4298
8789,1002376,P00253542,M,26-35,1,A,3,0,8,,,5894
8790,1005251,P00216742,F,26-35,17,A,1,1,5,,,6858
8791,1000009,P00101842,M,26-35,17,C,0,0,6,16.0,,16684
8793,1003771,P00030842,M,26-35,1,B,0,0,1,2.0,15.0,3989
8794,1003029,P00251342,M,18-25,4,A,4+,0,5,11.0,,3661
8795,1003985,P0097442,M,46-50,16,C,1,1,8,,,6169
8797,1001969,P00102442,F,26-35,3,B,4+,0,8,,,10026
8798,1004482,P00311642,F,36-45,1,A,1,0,8,17.0,,9838
8800,1001377,P00153842,M,36-45,16,B,3,1,8,14.0,16.0,7961
8801,1004221,P00255842,M,36-45,4,C,2,1,16,,,8304
8802,1004578,P00304042,M,26-35,0,A,4+,0,5,,,6930
8803,1002643,P00346042,M,46-50,17,B,1,1,6,8.0,15.0,8723
8804,1001835,P00240242,M,26-35,19,B,3,0,1,15.0,16.0,15915
8806,1000967,P00069242,F,18-25,0,B,3,0,8,11.0,,8117
8807,1001120,P00302742,M,18-25,4,A,0,1,8,,,6026
8808,1004058,P00128142,M,26-35,6,B,3,1,1,5.0,18.0,15413
8809,1004021,P00159542,M,51-55,20,B,1,1,10,15.0,16.0,23676
8810,1005731,P00184942,F,26-35,11,B,2,1,1,8.0,17.0,11808
8813,1005452,P00001142,M,36-45,6,A,4+,0,5,8.0,14.0,5324
8814,1004337,P00110542,M,18-25,20,C,4+,0,8,,,9995
8815,1004235,P00224142,M,51-55,2,C,1,0,8,,,5980
8816,1005105,P00299442,M,51-55,7,C,1,1,3,4.0,,7923
8817,1004733,P00128142,M,18-25,18,C,1,0,1,5.0,18.0,15724
8818,1001658,P00072942,F,36-45,6,B,2,0,8,,,7874
8820,1003217,P00034742,F,36-45,0,A,0,0,5,14.0,17.0,8736
8821,1002235,P00068142,M,0-17,10,C,2,0,5,,,5465
8822,1002073,P00007242,F,18-25,4,B,4+,0,8,12.0,,9732
8823,1000589,P00258742,M,18-25,2,A,1,0,5,,,7033
8824,1003929,P00161442,M,26-35,5,B,1,1,5,14.0,,6855
8825,1003189,P00160042,M,26-35,16,A,1,0,1,13.0,16.0,11764
8826,1001298,P00025042,M,36-45,6,B,4+,0,5,15.0,,5253
8827,1000059,P00184942,F,51-55,1,B,4+,1,1,8.0,17.0,15488
8828,1002497,P00221642,F,51-55,14,A,3,1,5,15.0,,7180
8830,1000714,P00242742,M,18-25,4,B,2,0,1,2.0,9.0,19120
8831,1003675,P00119742,M,36-45,7,B,3,0,5,8.0,12.0,8793
8832,1006000,P00001042,M,46-50,17,B,2,1,1,2.0,16.0,11447
8833,1005430,P00191642,F,46-50,1,B,1,1,3,4.0,12.0,13598
8834,1001746,P00151742,M,26-35,4,C,1,1,8,15.0,16.0,9729
8835,1000181,P00042142,M,18-25,17,C,1,0,1,2.0,6.0,8133
8836,1002047,P00283942,M,0-17,10,B,1,0,5,,,7056
8837,1003519,P00298942,F,26-35,14,A,1,1,1,5.0,,3942
8839,1002185,P00347142,M,46-50,17,C,2,1,5,,,5414
8840,1004063,P00355742,F,36-45,1,C,4+,0,3,4.0,,8363
8841,1005722,P00349442,M,26-35,20,A,2,1,6,8.0,,20605
8842,1001834,P00280442,M,36-45,5,C,4+,0,11,,,6005
8843,1003773,P00312142,M,36-45,6,B,1,0,8,,,8119
8844,1004133,P00103442,M,46-50,4,C,2,0,11,,,1558
8845,1002537,P00113742,M,36-45,11,B,0,0,5,14.0,,5372
8846,1003617,P00086442,M,36-45,7,C,1,0,8,13.0,15.0,5955
8849,1005021,P00322942,M,51-55,6,B,2,1,2,8.0,16.0,13146
8850,1004014,P00179742,M,26-35,0,C,2,1,11,,,5931
8853,1005306,P00191542,F,26-35,17,B,4+,0,4,5.0,,2845
8854,1003622,P00119042,M,18-25,1,B,2,1,5,,,7185
8855,1002863,P00365242,F,26-35,2,B,1,0,5,8.0,,3717
8856,1003124,P00359242,M,26-35,12,C,0,0,1,5.0,17.0,15333
8860,1004687,P00029842,M,36-45,14,C,0,0,8,,,10032
8862,1004673,P00279642,M,36-45,16,B,2,1,7,,,16266
8863,1002873,P00282142,F,18-25,4,B,1,0,3,4.0,,10703
8864,1002181,P00275242,M,26-35,0,B,4+,1,5,14.0,,8576
8865,1001470,P00350342,M,18-25,4,A,1,1,1,6.0,,15174
8866,1002047,P00139842,M,0-17,10,B,1,0,5,,,7194
8867,1001916,P00264642,M,46-50,7,B,0,0,8,,,7895
8868,1005677,P00255842,M,26-35,1,A,3,0,16,,,16209
8869,1005337,P00210342,F,36-45,3,C,3,1,3,4.0,,13642
8870,1003023,P00308342,F,26-35,7,C,4+,1,5,8.0,,5194
8872,1004697,P00200842,M,18-25,10,C,4+,0,8,,,7889
8874,1005956,P00213242,F,18-25,4,B,2,0,5,8.0,,7022
8875,1005504,P00057342,M,46-50,7,B,1,1,4,5.0,,2058
8876,1003300,P00302142,M,36-45,5,B,1,0,5,14.0,,3495
8877,1005827,P00072442,M,26-35,2,B,2,0,2,,,16053
8878,1004318,P00066942,M,26-35,5,B,3,0,8,14.0,,7980
8879,1005433,P00114542,F,36-45,17,B,3,1,5,,,6913
8881,1003842,P00110542,F,36-45,16,B,4+,0,8,,,9999
8882,1000461,P00130742,M,51-55,7,B,0,0,1,14.0,17.0,19021
8883,1001117,P00248142,M,18-25,14,B,3,0,5,,,6900
8885,1005109,P00284742,F,46-50,6,C,2,1,5,12.0,,8646
8886,1000123,P00043842,M,36-45,9,B,4+,1,8,13.0,14.0,3952
8887,1004160,P00065042,M,36-45,20,A,4+,1,5,15.0,,6992
8888,1002744,P00362642,M,18-25,17,C,1,1,8,18.0,,2118
8890,1002453,P00223342,M,26-35,7,B,0,0,6,,,16668
8891,1003727,P00303642,M,36-45,7,B,1,0,8,14.0,,5838
8892,1001069,P00048842,M,26-35,20,A,4+,0,8,,,8075
8893,1002038,P00320442,F,46-50,1,B,3,1,6,10.0,,20602
8894,1000971,P00070342,M,26-35,12,B,2,1,1,2.0,14.0,11790
8895,1001114,P00035342,F,18-25,9,A,2,0,2,4.0,14.0,10130
8897,1004422,P00359742,M,26-35,5,A,1,1,1,5.0,,11586
8898,1005076,P00331942,M,26-35,3,B,4+,0,5,,,7030
8899,1001915,P00368442,M,51-55,13,C,1,0,11,,,4544
8900,1001839,P00182342,M,18-25,4,C,1,0,1,5.0,6.0,15413
8902,1000888,P00112142,F,0-17,10,C,1,0,1,2.0,14.0,8175
8904,1003834,P00312842,M,18-25,2,B,2,0,16,,,16456
8905,1000135,P00355142,M,18-25,4,C,1,1,1,15.0,,19708
8906,1003306,P00110942,M,46-50,14,C,1,1,1,2.0,,19577
8907,1003378,P00282042,M,18-25,4,A,1,0,5,15.0,,7010
8908,1001666,P00034542,M,26-35,14,B,3,0,8,,,7923
8909,1002611,P00282642,M,26-35,3,B,4+,0,5,,,6858
8910,1000549,P00116742,M,26-35,6,A,3,0,11,,,5898
8911,1004736,P00235542,M,18-25,20,A,1,1,11,16.0,,1584
8912,1004253,P00313442,M,46-50,11,B,0,0,5,6.0,8.0,5397
8913,1002180,P00101742,M,26-35,12,B,3,1,12,14.0,,1045
8915,1000264,P00134542,M,36-45,0,B,1,1,5,14.0,,1942
8916,1004791,P00001842,M,18-25,4,A,2,0,16,,,12837
8917,1005065,P00324442,M,26-35,14,C,4+,1,11,13.0,16.0,4468
8918,1000980,P00000142,M,26-35,6,C,2,1,3,4.0,5.0,5630
8920,1002962,P00054242,M,36-45,3,A,2,0,1,6.0,14.0,11793
8922,1003426,P00004742,M,26-35,20,B,1,0,6,16.0,,19959
8923,1001301,P00216342,F,26-35,2,C,1,1,3,4.0,5.0,11069
8924,1004344,P00244242,M,26-35,1,A,4+,0,1,2.0,15.0,3798
8925,1002231,P00157542,M,51-55,11,B,1,1,8,14.0,,7947
8926,1004085,P00227942,F,26-35,6,A,1,0,2,5.0,,6707
8927,1005271,P00178642,F,26-35,0,A,1,0,5,15.0,,3502
8928,1005277,P00275842,M,26-35,20,B,2,0,2,9.0,15.0,13083
8929,1001449,P00198542,M,36-45,20,A,1,1,8,,,7892
8930,1002620,P00276842,M,18-25,4,C,4+,0,5,14.0,,5414
8931,1002871,P00125042,F,26-35,14,C,1,0,11,,,5994
8932,1005966,P00084242,F,36-45,9,B,1,1,8,14.0,,8129
8933,1004048,P00359242,F,36-45,1,B,1,0,1,5.0,17.0,15695
8935,1003469,P00226342,M,46-50,17,B,3,1,11,15.0,,6093
8936,1006023,P00090942,M,26-35,0,C,2,1,1,2.0,14.0,15297
8937,1001086,P00065042,M,18-25,4,A,2,0,5,15.0,,7054
8938,1005948,P00227742,M,55+,13,B,0,0,5,14.0,,5371
8939,1003823,P00110742,M,55+,7,B,1,0,1,2.0,8.0,19232
8940,1005868,P00187942,M,36-45,14,B,3,0,4,8.0,,1498
8941,1004655,P00278642,F,26-35,1,A,3,0,5,,,8903
8942,1000096,P00329442,F,26-35,16,C,2,1,5,8.0,,8777
8943,1003997,P00356242,M,36-45,17,B,1,1,5,,,6981
8944,1003669,P00041142,M,26-35,14,A,2,0,8,,,7827
8948,1004774,P00036842,M,46-50,14,C,4+,1,1,14.0,16.0,15876
8949,1000922,P00127242,M,55+,16,B,2,1,1,16.0,,15686
8950,1000215,P00000142,M,36-45,14,C,1,1,3,4.0,5.0,10620
8951,1000644,P00301542,M,26-35,20,C,2,1,16,,,4271
8952,1002810,P00366342,F,0-17,10,B,2,0,5,14.0,,5241
8953,1002860,P00253542,M,36-45,17,A,2,0,8,,,5824
8954,1001200,P00265042,M,0-17,0,C,4+,0,16,,,4391
8955,1005684,P00005142,M,18-25,16,A,1,0,5,,,5321
8956,1004179,P00303842,F,36-45,20,C,3,1,5,8.0,14.0,8592
8957,1004089,P00034742,M,26-35,7,A,1,0,5,14.0,17.0,8793
8958,1004223,P00270042,F,36-45,17,A,2,0,8,14.0,,3962
8960,1000035,P00113642,M,46-50,1,C,4+,1,8,,,8059
8961,1001297,P00348842,M,26-35,7,A,4+,0,1,6.0,,15663
8962,1005574,P00116742,M,26-35,0,B,4+,0,11,,,7370
8963,1005631,P00120842,M,36-45,12,C,3,0,8,17.0,,7845
8964,1000720,P00178142,M,18-25,0,B,0,0,8,17.0,,6075
8965,1005172,P00021342,F,36-45,11,B,1,0,5,8.0,,3492
8967,1002335,P00217442,M,51-55,17,A,3,0,1,2.0,11.0,8212
8968,1001019,P00183142,M,36-45,1,A,4+,1,15,,,12705
8969,1005555,P00190442,M,0-17,10,B,2,0,4,12.0,,2738
8970,1003216,P0096442,M,36-45,1,B,1,0,4,5.0,12.0,1484
8971,1005457,P00245642,M,18-25,12,A,1,1,5,11.0,12.0,3639
8974,1001125,P00003942,F,18-25,4,B,2,0,5,14.0,,5200
8975,1001833,P00101842,M,18-25,17,B,2,0,6,16.0,,15940
8976,1000197,P0099342,M,18-25,14,A,3,0,5,8.0,,7041
8978,1003224,P00222242,F,26-35,14,A,3,1,1,2.0,13.0,15654
8979,1001842,P00277442,M,18-25,4,B,1,0,1,6.0,15.0,15256
8980,1002544,P00114442,M,46-50,1,B,1,0,5,6.0,,7045
8981,1000882,P00242742,M,18-25,2,C,4+,0,1,2.0,9.0,19039
8982,1005596,P00178142,M,36-45,12,B,1,0,8,17.0,,9778
8984,1001556,P00115642,M,18-25,4,A,3,1,8,14.0,,3998
8985,1000891,P00251742,M,26-35,1,C,4+,0,14,,,14667
8986,1005738,P00087042,M,26-35,12,A,1,1,10,14.0,16.0,14110
8988,1005939,P00084442,F,46-50,15,C,1,1,13,16.0,,745
8989,1000881,P00247142,M,18-25,14,A,1,0,8,15.0,16.0,4149
8990,1003308,P00114942,F,18-25,20,B,3,1,1,15.0,16.0,19326
8991,1005650,P0096142,F,36-45,12,B,2,1,3,4.0,,10702
8993,1002592,P00313842,M,51-55,7,B,1,1,1,2.0,17.0,19631
8994,1003489,P00307342,M,18-25,4,A,1,0,8,,,4153
8995,1003311,P0094142,M,26-35,4,A,4+,0,4,5.0,,2100
8996,1004116,P00307642,M,36-45,7,A,2,0,5,6.0,,7142
8997,1003292,P00130742,F,51-55,6,B,3,0,1,14.0,17.0,19596
8999,1004458,P0098242,F,26-35,4,B,1,0,1,16.0,,11871
9000,1002753,P00083742,F,51-55,20,B,1,1,2,17.0,,13184
9001,1001851,P00338442,M,26-35,19,B,4+,1,1,16.0,,11828
9002,1005919,P00237242,M,18-25,0,C,0,0,1,6.0,,4437
9003,1002102,P00078142,M,26-35,11,B,3,0,8,16.0,,2312
9005,1000443,P00090942,M,26-35,3,A,0,1,1,2.0,14.0,15863
9006,1001546,P00142942,M,26-35,4,A,4+,1,1,2.0,16.0,11954
9008,1003311,P00021942,M,26-35,4,A,4+,0,8,16.0,,3947
9009,1003090,P00344242,M,26-35,2,C,4+,0,8,10.0,,6195
9010,1004884,P00238442,M,36-45,14,B,1,0,6,,,20378
9011,1000524,P00215642,M,18-25,0,A,0,0,8,,,9782
9012,1003610,P0099042,M,18-25,6,B,4+,0,5,12.0,14.0,1745
9013,1005359,P00000242,M,18-25,16,B,3,0,2,4.0,9.0,13123
9014,1002899,P00127442,M,36-45,14,A,3,1,1,2.0,15.0,15809
9015,1005689,P00021442,M,26-35,0,B,3,0,8,,,8036
9016,1005994,P00184942,M,36-45,1,C,2,1,1,8.0,17.0,19115
9017,1005906,P00303742,F,18-25,4,C,1,1,8,,,5902
9018,1002332,P00086242,M,55+,14,B,2,0,10,,,23648
9019,1003695,P00227642,M,26-35,2,A,2,0,1,5.0,14.0,15538
9020,1002500,P00162442,M,55+,1,B,1,0,1,16.0,,15535
9021,1005412,P00030542,M,26-35,12,A,3,0,3,4.0,,10631
9022,1003859,P00324442,M,26-35,0,C,1,0,11,13.0,16.0,4648
9023,1001113,P00012142,M,18-25,4,B,3,0,5,,,6915
9024,1002445,P00130642,M,26-35,0,A,1,1,11,16.0,,1480
9025,1001285,P00126142,M,36-45,4,A,0,1,8,16.0,,10019
9026,1005956,P00239342,F,18-25,4,B,2,0,8,,,4057
9027,1002195,P00339542,M,0-17,10,A,0,0,1,,,19165
9028,1001449,P00146742,M,36-45,20,A,1,1,1,13.0,14.0,8259
9029,1000560,P00105142,M,46-50,15,C,1,1,1,2.0,15.0,15547
9030,1000308,P00285242,M,26-35,2,A,3,1,17,,,10333
9031,1001626,P00118742,M,18-25,4,B,0,1,5,11.0,,8873
9032,1001108,P00210042,M,55+,1,B,2,0,8,14.0,,8139
9033,1000498,P00112342,M,36-45,17,A,1,0,13,16.0,,773
9036,1001733,P00151242,M,18-25,14,B,0,1,5,8.0,16.0,5250
9037,1002629,P00035942,M,26-35,11,C,0,1,1,5.0,18.0,15600
9038,1001447,P00134342,M,18-25,4,A,0,0,5,,,7059
9039,1002780,P00105142,M,26-35,17,A,1,0,1,2.0,15.0,15771
9041,1000184,P00102942,F,26-35,0,C,4+,1,1,14.0,,11570
9042,1005047,P00158442,M,46-50,6,C,1,0,5,,,1885
9043,1004940,P00315842,F,51-55,11,B,1,0,5,,,5457
9044,1004342,P00195342,M,26-35,0,C,2,1,2,5.0,,16462
9045,1003762,P00026742,M,51-55,6,B,0,1,8,11.0,,2305
9048,1000307,P00086042,M,51-55,16,B,0,1,8,14.0,17.0,9910
9049,1003346,P00310842,M,36-45,7,B,3,1,6,8.0,10.0,12151
9050,1000380,P00214442,M,26-35,2,C,1,0,8,,,10074
9051,1001427,P00195942,M,26-35,12,C,2,0,3,4.0,,10677
9052,1001277,P00031042,F,18-25,0,C,1,0,8,,,9894
9054,1005209,P00112442,M,51-55,1,C,4+,0,6,8.0,,12634
9055,1005046,P00278042,M,26-35,16,A,0,0,1,,,8001
9058,1005256,P00207342,M,26-35,16,B,4+,1,5,8.0,14.0,6906
9059,1002936,P00059442,F,18-25,4,B,0,0,6,8.0,16.0,16618
9060,1004032,P00113242,M,26-35,12,B,1,0,1,6.0,8.0,15441
9062,1004277,P00207942,M,36-45,16,A,0,0,6,8.0,,19981
9064,1005950,P00111842,M,26-35,4,B,2,1,8,,,9844
9065,1003967,P00057942,F,18-25,2,A,1,0,1,2.0,6.0,15661
9066,1005705,P00208342,F,18-25,4,B,4+,0,1,16.0,,8039
9067,1002062,P00351142,M,18-25,4,C,2,0,1,8.0,17.0,19193
9068,1003152,P00355142,M,18-25,4,A,3,0,1,15.0,,15399
9070,1003067,P00044842,F,26-35,0,A,1,0,8,14.0,,9722
9072,1006016,P00350142,M,46-50,1,B,1,1,8,17.0,,7793
9073,1001448,P00260042,F,26-35,3,A,1,0,5,8.0,,6918
9074,1005831,P00328942,M,26-35,1,A,2,1,5,6.0,8.0,7040
9076,1005662,P00106742,M,0-17,10,C,2,0,3,5.0,,11050
9077,1005182,P00001242,F,36-45,7,B,4+,1,5,11.0,,5300
9078,1004728,P00183342,M,26-35,19,B,3,0,5,15.0,18.0,5450
9079,1005053,P00127742,M,26-35,4,C,3,0,1,2.0,15.0,19057
9080,1003618,P00273542,M,55+,17,A,4+,1,8,14.0,,6025
9081,1002010,P00170442,M,18-25,4,B,0,0,5,,,7048
9082,1000911,P00284842,M,51-55,0,B,3,1,1,8.0,17.0,19390
9083,1003159,P00237642,F,26-35,15,B,1,0,5,14.0,,7180
9086,1001051,P00286742,F,26-35,0,A,0,1,1,16.0,,8323
9087,1004942,P00145042,M,46-50,12,B,3,1,1,2.0,5.0,15842
9088,1003887,P00080342,M,18-25,4,C,1,0,1,6.0,8.0,15445
9089,1000816,P00209942,M,46-50,0,C,2,0,5,8.0,,5235
9090,1000765,P00105142,M,26-35,17,B,1,0,1,2.0,15.0,15428
9091,1000429,P00309242,M,18-25,0,C,1,0,5,8.0,,8842
9092,1003299,P00331242,F,26-35,4,B,2,0,12,17.0,,1742
9093,1004063,P00289942,F,36-45,1,C,4+,0,3,4.0,5.0,7925
9094,1005433,P00128942,F,36-45,17,B,3,1,1,11.0,,19116
9095,1000922,P00046742,M,55+,16,B,2,1,1,2.0,15.0,15620
9097,1001125,P00172842,F,18-25,4,B,2,0,3,4.0,,10637
9098,1000861,P00260042,M,26-35,7,C,0,0,5,8.0,,7106
9102,1001552,P00344342,M,46-50,20,B,1,1,8,14.0,,7808
9103,1000993,P00350142,M,26-35,0,C,1,0,8,17.0,,8061
9105,1000889,P00258842,M,46-50,20,A,1,0,5,,,3473
9106,1004277,P00010142,M,36-45,16,A,0,0,16,,,16206
9107,1001680,P00006142,M,26-35,20,A,3,1,8,,,2097
9108,1005889,P00115142,M,51-55,20,C,1,1,1,8.0,17.0,19341
9109,1005431,P00330642,M,55+,1,C,3,1,5,,,7021
9110,1003536,P00223542,M,18-25,4,C,0,0,1,8.0,17.0,11928
9111,1003119,P00273742,M,46-50,1,C,4+,1,1,17.0,,15720
9112,1003472,P00085942,M,26-35,6,C,2,1,2,4.0,8.0,13186
9113,1000687,P00140742,F,26-35,7,C,4+,0,1,15.0,,15413
9114,1000326,P00254142,M,51-55,11,B,1,1,8,,,2310
9115,1002777,P00305142,M,18-25,4,B,2,0,1,,,11777
9116,1000195,P00035542,M,26-35,12,B,4+,1,3,4.0,12.0,13382
9117,1003308,P00018142,F,18-25,20,B,3,1,5,,,5198
9118,1000754,P00105142,M,36-45,7,C,3,0,1,2.0,15.0,19676
9119,1002909,P00116942,M,26-35,7,A,1,0,6,10.0,16.0,16416
9120,1005537,P00195242,F,55+,1,C,2,0,8,,,6019
9122,1003191,P00147342,M,26-35,12,B,4+,0,15,16.0,,4474
9125,1001010,P00126142,M,26-35,0,A,1,0,8,16.0,,7760
9126,1002163,P00184942,M,18-25,0,C,0,1,1,8.0,17.0,19302
9127,1000798,P00356342,F,26-35,20,C,1,1,1,2.0,8.0,15644
9130,1000765,P00144042,M,26-35,17,B,1,0,2,3.0,4.0,13038
9131,1004049,P00065042,M,46-50,11,A,3,1,5,15.0,,3441
9132,1000166,P00111042,M,18-25,4,B,1,1,15,,,16856
9133,1003562,P00251342,F,26-35,6,B,4+,0,5,11.0,,5401
9134,1002926,P00334242,F,18-25,2,B,1,0,1,8.0,,19374
9135,1002747,P00115142,F,18-25,4,B,2,0,1,8.0,17.0,15407
9136,1005278,P00063342,F,26-35,7,B,1,0,1,2.0,9.0,15721
9137,1003624,P00315642,M,26-35,12,B,0,1,8,13.0,,10002
9138,1004897,P00016842,M,36-45,16,B,3,0,1,2.0,15.0,11837
9139,1000877,P00078142,M,26-35,0,B,1,1,8,16.0,,5907
9142,1005412,P0097242,M,26-35,12,A,3,0,1,16.0,,18952
9143,1003885,P00117542,M,26-35,12,B,4+,1,18,,,3795
9144,1000274,P00113642,M,18-25,4,A,4+,0,8,,,8090
9145,1005621,P00109842,M,26-35,7,A,1,0,8,,,9731
9146,1005747,P00024742,M,26-35,0,B,4+,1,8,11.0,,6091
9148,1005317,P00021342,F,26-35,0,A,1,0,5,8.0,,3475
